MessageType,Provider,LatitudeDegrees,LongitudeDegrees,AltitudeMeters,SpeedMps,AccuracyMeters,BearingDegrees,UnixTimeMillis,SpeedAccuracyMps,BearingAccuracyDegrees,elapsedRealtimeNanos,VerticalAccuracyMeters
Fix,GT,37.4273317000,-122.0699178000,-28.882800195133655,0.00034481322,0.1,180.61351,1597354929434,,,,
Fix,GT,37.4273317000,-122.0699178000,-28.882801055908203,0.0011428264,0.1,180.61299,1597354930434,,,,
Fix,GT,37.4273317000,-122.0699178000,-28.882800195133655,0.0014142136,0.099,180.613,1597354931434,,,,
Fix,GT,37.4273317000,-122.0699178000,-28.883799645787462,0.0017455823,0.1,180.61232,1597354932434,,,,
Fix,GT,37.4273317000,-122.0699178000,-28.884145130705747,0.0020813993,0.1,180.6125,1597354933434,,,,
Fix,GT,37.4273317000,-122.0699178000,-28.885801315307617,0.004375249,0.1,180.61314,1597354934434,,,,
Fix,GT,37.4273303000,-122.0699179000,-28.88945726217048,0.43396807,0.1,180.61693,1597354935434,,,,
Fix,GT,37.4273238000,-122.0699181000,-28.876455912995425,0.99229324,0.1,181.08826,1597354936434,,,,
Fix,GT,37.4273126000,-122.0699194000,-28.860456414983787,1.5038898,0.1,182.84705,1597354937434,,,,
Fix,GT,37.4272950000,-122.0699210000,-28.833766190193387,2.4869883,0.1,183.49251,1597354938434,,,,
Fix,GT,37.4272662000,-122.0699232000,-28.8047677201493,3.9833188,0.1,183.52013,1597354939434,,,,
Fix,GT,37.4272235000,-122.0699266000,-28.846524727346036,5.5486684,0.1,183.76926,1597354940434,,,,
Fix,GT,37.4271680000,-122.0699316000,-28.929559989789368,6.6142263,0.1,184.24318,1597354941434,,,,
Fix,GT,37.4271080000,-122.0699374000,-29.031593485884798,6.6452684,0.1,184.27824,1597354942434,,,,
Fix,GT,37.4270491000,-122.0699403000,-29.069456915269654,6.4350023,0.1,182.00098,1597354943434,,,,
Fix,GT,37.4269925000,-122.0699414000,-29.008420803616787,6.087417,0.1,180.97974,1597354944434,,,,
Fix,GT,37.4269410000,-122.0699423000,-28.93969672878046,5.183784,0.099,181.00735,1597354945434,,,,
Fix,GT,37.4269012000,-122.0699468000,-28.8930772703809,3.7170224,0.1,187.04065,1597354946434,,,,
Fix,GT,37.4268736000,-122.0699616000,-28.880145420265308,3.0542107,0.1,202.8627,1597354947434,,,,
Fix,GT,37.4268569000,-122.0699886000,-28.904455791401688,2.8644588,0.1,228.42302,1597354948434,,,,
Fix,GT,37.4268516000,-122.0700215000,-28.92618088693797,2.9705691,0.1,253.44814,1597354949434,,,,
Fix,GT,37.4268481000,-122.0700585000,-28.970213820365416,3.586341,0.1,260.2137,1597354950434,,,,
Fix,GT,37.4268363000,-122.0700991000,-28.985112655966248,4.036808,0.1,248.41624,1597354951434,,,,
Fix,GT,37.4268082000,-122.0701321000,-29.004455308669492,4.3935275,0.1,221.67744,1597354952434,,,,
Fix,GT,37.4267683000,-122.0701475000,-28.832215238598337,4.8941436,0.1,196.46196,1597354953434,,,,
Fix,GT,37.4267196000,-122.0701498000,-29.01845611219369,6.0050178,0.1,181.07368,1597354954434,,,,
Fix,GT,37.4266606000,-122.0701482000,-29.162009148874517,7.0654535,0.1,178.81488,1597354955434,,,,
Fix,GT,37.4265942000,-122.0701463000,-29.292730889849736,7.4852996,0.1,178.58083,1597354956434,,,,
Fix,GT,37.4265275000,-122.0701452000,-29.186249393406456,7.255418,0.1,179.61497,1597354957434,,,,
Fix,GT,37.4264628000,-122.0701459000,-29.03031961704471,7.253637,0.1,180.58907,1597354958434,,,,
Fix,GT,37.4263942000,-122.0701468000,-28.740525684981037,8.090188,0.1,180.49742,1597354959434,,,,
Fix,GT,37.4263172000,-122.0701472000,-28.972938946515228,9.051628,0.1,180.08455,1597354960434,,,,
