MessageType,Provider,LatitudeDegrees,LongitudeDegrees,AltitudeMeters,SpeedMps,AccuracyMeters,BearingDegrees,UnixTimeMillis,SpeedAccuracyMps,BearingAccuracyDegrees,elapsedRealtimeNanos,VerticalAccuracyMeters
Fix,GT,37.4441072000,-122.2327688000,11.180049563048783,0.0014142136,0.1,30.312223,1626727758441,,,,
Fix,GT,37.4441072000,-122.2327688000,11.180049896240234,0.0014142136,0.1,30.31241,1626727759441,,,,
Fix,GT,37.4441072000,-122.2327688000,11.179049158720687,0.0018973898,0.1,30.312466,1626727760441,,,,
Fix,GT,37.4441072000,-122.2327688000,11.179049491882324,0.002236068,0.1,30.312561,1626727761441,,,,
Fix,GT,37.4441072000,-122.2327688000,11.17805004119873,0.002236068,0.1,30.312515,1626727762441,,,,
Fix,GT,37.4441072000,-122.2327688000,11.179049158720687,0.0025508767,0.1,30.312365,1626727763441,,,,
Fix,GT,37.4441072000,-122.2327688000,11.18104901370259,0.005099019,0.1,30.31175,1626727764441,,,,
Fix,GT,37.4441071000,-122.2327687000,11.18946158439985,0.123889685,0.1,30.420025,1626727765441,,,,
Fix,GT,37.4441046000,-122.2327721000,11.186637609027684,0.58915675,0.1,26.813501,1626727766441,,,,
Fix,GT,37.4440994000,-122.2327793000,11.174637525104345,0.91711867,0.1,17.020927,1626727767441,,,,
Fix,GT,37.4440909000,-122.2327869000,11.156225058686914,1.0679067,0.1,3.9650981,1626727768441,,,,
Fix,GT,37.4440827000,-122.2327914000,11.137636929947035,0.61688584,0.1,352.95883,1626727769441,,,,
Fix,GT,37.4440800000,-122.2327923000,11.136461195534167,0.03138615,0.1,349.80875,1626727770441,,,,
Fix,GT,37.4440807000,-122.2327925000,11.132461817420733,0.36190253,0.1,349.3276,1626727771441,,,,
Fix,GT,37.4440874000,-122.2327985000,11.15510963512591,1.4423419,0.1,340.11188,1626727772441,,,,
Fix,GT,37.4440969000,-122.2328180000,11.177637451163207,2.3190851,0.1,315.39883,1626727773441,,,,
Fix,GT,37.4440992000,-122.2328501000,11.131752943478205,3.2414238,0.1,283.46994,1626727774441,,,,
Fix,GT,37.4440884000,-122.2328892000,11.069340474079212,3.8811498,0.1,252.96495,1626727775441,,,,
Fix,GT,37.4440634000,-122.2329211000,10.97034082616534,3.8554149,0.1,226.31018,1626727776441,,,,
Fix,GT,37.4440379000,-122.2329382000,10.875989350306156,2.3053224,0.1,211.10136,1626727777441,,,,
Fix,GT,37.4440216000,-122.2329485000,10.815401666729713,2.2112978,0.1,208.45377,1626727778441,,,,
Fix,GT,37.4440020000,-122.2329613000,10.725335607813719,2.753378,0.1,207.71016,1626727779441,,,,
Fix,GT,37.4439751000,-122.2329783000,10.685928883018846,4.0116444,0.1,206.91537,1626727780441,,,,
Fix,GT,37.4439395000,-122.2330012000,10.609164725364167,4.559926,0.1,207.219,1626727781441,,,,
Fix,GT,37.4439050000,-122.2330253000,10.542401019597605,4.157595,0.1,209.5027,1626727782441,,,,
Fix,GT,37.4438775000,-122.2330504000,10.47575249027264,3.2068944,0.1,215.7649,1626727783441,,,,
Fix,GT,37.4438607000,-122.2330699000,10.376692881234277,1.9708165,0.1,221.38615,1626727784441,,,,
Fix,GT,37.4438505000,-122.2330900000,10.249280764967551,2.221758,0.1,232.65256,1626727785441,,,,
Fix,GT,37.4438471000,-122.2331199000,10.116576966085262,2.95535,0.1,255.33522,1626727786441,,,,
Fix,GT,37.4438537000,-122.2331622000,10.089812907457855,4.479842,0.1,279.2851,1626727787441,,,,
Fix,GT,37.4438747000,-122.2332189000,9.974279886721433,6.5020046,0.1,295.29092,1626727788441,,,,
Fix,GT,37.4439065000,-122.2332935000,9.734396042704361,8.389983,0.1,298.8771,1626727789441,,,,
Fix,GT,37.4439478000,-122.2333801000,9.516450614528196,9.438034,0.1,301.39474,1626727790441,,,,
Fix,GT,37.4439949000,-122.2334759000,9.256396064518185,10.348316,0.1,301.65106,1626727791441,,,,
